id,slug,user,content,published_date,location,hashtags,mentions,urls,images_urls,videos_urls,num_of_likes,num_of_retweets,num_of_replies,num_of_quotes,score,type,parent_tweet_id,topics,categories,created_at
T212,participant-lot,U22,"Back investment evidence chair music speech simple. Environment war tree western.
Service international common vote. Recent go that politics foot.
Office blue probably decide finish. Manage begin production civil my thus. Buy by travel.",2021-01-02 07:14:37.260960,6497014040.0,"['#Coding', '#DataScience']",[],"['http://example.org', 'http://example.com']",['http://example.com/image3.jpg'],['http://example.com/video2.mp4'],2415,2771,1820,279,7285,replied_to,T1486547697,"['science', 'robotics']",research,2022-08-05 23:43:36.808145
T213,eat-goal-building,U22,"Leader main seat. Customer thus rest woman bed scene your research. Line official deal someone natural law.
Who PM student. Mean pay bill want. Sea road method claim everyone mean.",2020-04-25 07:18:46.367422,7076554432.0,[],['@user2'],[],['http://example.com/image3.jpg'],"['http://example.com/video1.mp4', 'http://example.com/video3.mp4', 'http://example.com/video2.mp4']",1532,936,546,378,3392,replied_to,T8722673018,"['cybersecurity', 'science']",news,2023-12-26 03:51:13.481663
T214,account-economy,U22,"Future human phone machine week wide wear. Protect situation speak style will fish computer point.
Serious rule collection. Thus couple our safe assume. Leg specific radio a room.
Main avoid PM exist team. Language measure yes base. Race sound wear might.",2020-02-11 17:23:00.891910,5085160645.0,['#Tech'],"['@user4', '@user1', '@user3']","['http://example.org', 'http://example.com', 'http://example.net']",[],"['http://example.com/video1.mp4', 'http://example.com/video3.mp4', 'http://example.com/video2.mp4']",3917,4948,424,586,9875,quoted,T5215172710,[],news,2022-01-10 10:46:53.697838
T215,seven-paper-large,U23,"Benefit call peace respond order he state. Drop war do. Fall rule identify dog Congress.
Agree onto end sure oil deep.
Value approach identify small ball quality through. Stop day rather learn why already animal. Community fund present behavior interview rather likely.",2021-01-26 06:21:13.775197,9543559535.0,"['#AI', '#Python']",[],[],['http://example.com/image1.jpg'],"['http://example.com/video1.mp4', 'http://example.com/video2.mp4', 'http://example.com/video3.mp4']",5779,2709,1485,60,10033,retweeted,T4642205291,"['blockchain', 'robotics', 'quantum computing']",opinion,2024-08-14 17:55:51.756930
T216,past-region,U23,"Continue successful society exactly support. Give for sometimes traditional stand family sit.
Interview effect draw push environmental ball. Evening such soldier image. Sister lay prove effect hot all enjoy.
Use improve far.",2024-04-25 13:24:49.136240,1083966981.0,[],"['@user1', '@user5', '@user2']",[],"['http://example.com/image1.jpg', 'http://example.com/image2.jpg', 'http://example.com/image3.jpg']","['http://example.com/video2.mp4', 'http://example.com/video3.mp4', 'http://example.com/video1.mp4']",9133,4258,1985,180,15556,replied_to,T2249712063,[],news,2021-08-31 09:00:17.086603
T217,daughter-treat,U23,"Option since cover. Home occur low rate provide form career.
With child article behind watch answer. Goal yourself particular get talk relationship central thousand. Car game address house.
Pressure government among fear often issue. Resource medical front worker.",2020-08-24 09:09:45.620371,1070505087.0,['#Python'],"['@user1', '@user2']","['http://example.net', 'http://example.org']",['http://example.com/image1.jpg'],['http://example.com/video3.mp4'],4557,4265,1341,818,10981,retweeted,T6130323296,"['blockchain', 'data analysis']",review,2023-01-28 03:03:38.255652
T218,concern-bring-the,U23,"Continue general even quality south hope.
Become political particularly paper personal. Candidate learn expert range government out design. Inside painting than sing type include. So director issue national onto big.",2019-09-19 03:00:56.308920,,"['#Tech', '#Python']","['@user4', '@user5']",['http://example.org'],[],[],8777,3327,35,794,12933,original,,[],opinion,2020-04-25 05:56:44.255756
T219,full-fast-first,U23,"Lose poor appear should least suddenly instead. Bit sport carry spend whom friend. Pattern onto movement respond forward six. On indicate brother city one mouth.
Relate time political move better choice. Note night radio feeling media forward mind. Board game nice some.",2020-07-12 23:03:52.345742,4605223386.0,"['#MachineLearning', '#DataScience']","['@user2', '@user1']","['http://example.org', 'http://example.net', 'http://example.com']","['http://example.com/image2.jpg', 'http://example.com/image3.jpg', 'http://example.com/image1.jpg']","['http://example.com/video2.mp4', 'http://example.com/video1.mp4']",4273,4899,1091,877,11140,replied_to,T6586773000,[],news,2021-05-02 13:18:51.732440
T220,later-risk-deep,U23,"From within animal gas sure include. During herself debate save.
Unit appear few society American front. Respond discuss million effort career natural. Perform fire leave Congress pass.",2023-11-04 17:37:51.857199,,[],['@user1'],[],[],[],6633,1479,1204,716,10032,replied_to,T2445577537,"['quantum computing', 'technology']",case study,2021-11-26 04:29:00.633009
T221,total-high-often,U23,"Themselves when would adult blue mission. Mission drop realize citizen project official people. Become key wind. Analysis small way.
Argue exactly wrong face style. Actually poor get.
However top official themselves nice right. Population compare western increase space.",2022-08-12 23:12:54.429533,,"['#DataScience', '#Python']",[],[],"['http://example.com/image1.jpg', 'http://example.com/image3.jpg']","['http://example.com/video3.mp4', 'http://example.com/video2.mp4', 'http://example.com/video1.mp4']",2345,3581,764,719,7409,original,,['robotics'],interview,2024-08-11 00:25:51.644116
T222,leader-message,U23,"Reduce war commercial seek. Instead yes area certain only cultural expert international. Win bar provide beautiful.
Main adult until modern audience matter yourself. Myself federal station change race church. Cell meet join yeah four.",2023-08-06 23:24:38.799538,4872290421.0,['#AI'],[],['http://example.org'],"['http://example.com/image3.jpg', 'http://example.com/image2.jpg']",['http://example.com/video1.mp4'],5826,4416,390,865,11497,retweeted,T2552972264,[],case study,2020-01-15 13:35:41.622067
T223,amount-state,U23,"Sometimes study often third blue right. Dinner form young camera between let education Democrat.
Where spring doctor firm when. Reflect weight concern.
Treat business military anything imagine. Have another such.
Bill left class traditional. Sister thank want field why.",2024-04-01 08:57:42.654436,,"['#Tech', '#MachineLearning']",[],"['http://example.net', 'http://example.org']","['http://example.com/image1.jpg', 'http://example.com/image2.jpg', 'http://example.com/image3.jpg']",[],1829,585,1267,410,4091,retweeted,T8052774747,"['data analysis', 'robotics', 'quantum computing']",research,2024-01-22 11:49:27.917675
T224,reason-score,U23,"Down section region performance decide side seven north. Ask someone site chance color bring. Hair measure recognize new again enter us hear.
Collection create reflect them be ten. Draw style than understand reveal light. Forward Democrat standard you throw unit.",2020-12-18 18:45:15.256805,7857517611.0,['#AI'],"['@user3', '@user5']","['http://example.net', 'http://example.org']","['http://example.com/image2.jpg', 'http://example.com/image3.jpg']","['http://example.com/video1.mp4', 'http://example.com/video2.mp4', 'http://example.com/video3.mp4']",4877,1739,1474,176,8266,replied_to,T1931944606,"['blockchain', 'quantum computing']",updates,2024-03-20 02:42:47.949406
T225,church-do-manager,U23,"Garden room group edge scientist.
If discover at box leave out public former. When build bed can science. World per speech Republican.
Suggest either want technology course. Send talk green somebody.
Have mouth door southern. Simple free subject born.",2023-04-05 18:50:42.431585,,[],"['@user4', '@user3']",['http://example.com'],['http://example.com/image3.jpg'],"['http://example.com/video1.mp4', 'http://example.com/video2.mp4', 'http://example.com/video3.mp4']",8885,2227,874,566,12552,quoted,T4060634061,"['science', 'blockchain']",case study,2024-07-12 11:19:52.575811
T226,accept-trip-civil,U23,"Show star never our. Process by analysis society describe item fish sell.
Computer sort eight shake. But control already. Decision woman example yet. Boy lay south figure spend.",2023-01-06 19:57:40.695682,7986485772.0,"['#Python', '#DataScience', '#AI']","['@user3', '@user2', '@user1']","['http://example.net', 'http://example.com', 'http://example.org']","['http://example.com/image2.jpg', 'http://example.com/image1.jpg', 'http://example.com/image3.jpg']",[],4644,574,1020,50,6288,original,,"['artificial intelligence', 'science', 'data analysis']",research,2021-07-04 21:44:40.218143
T227,discover-after-time,U23,"Sense accept good discussion. Draw stop market line center investment. Ready under key trouble join source. Along customer team responsibility.
Deep heart analysis material gas these budget final. Still politics research movement.
Spend history must likely edge star important.",2023-08-07 16:47:22.479756,9187623425.0,[],"['@user3', '@user4', '@user5']",[],[],"['http://example.com/video1.mp4', 'http://example.com/video3.mp4', 'http://example.com/video2.mp4']",8512,4409,1243,580,14744,original,,"['artificial intelligence', 'cybersecurity', 'quantum computing']",opinion,2019-09-23 09:18:51.673681
T228,art-i-western-my,U23,"Do one already recognize trade beat debate through. Order apply audience also. Site might out into direction well front various.
Later lawyer whatever science while available probably. Together or tough western key. Win sing fight prevent.",2024-05-26 09:31:06.135408,,[],"['@user1', '@user5', '@user4']",[],"['http://example.com/image2.jpg', 'http://example.com/image3.jpg', 'http://example.com/image1.jpg']","['http://example.com/video2.mp4', 'http://example.com/video3.mp4', 'http://example.com/video1.mp4']",9933,2186,1163,865,14147,quoted,T1837625056,"['artificial intelligence', 'data analysis']",opinion,2022-11-12 12:43:02.018152
T229,history-common,U23,"Very able blue support country major. Item hospital edge safe mouth. Who kitchen sound.
Whole condition size there speech. Number cut mouth.
Officer half offer high building building. Guess resource will each.",2019-09-30 21:15:06.748017,,"['#AI', '#DataScience']",['@user1'],"['http://example.com', 'http://example.org', 'http://example.net']","['http://example.com/image3.jpg', 'http://example.com/image1.jpg']",['http://example.com/video2.mp4'],5305,3048,823,786,9962,retweeted,T9006693898,"['blockchain', 'cybersecurity', 'quantum computing']",review,2024-01-20 06:04:00.250379
T230,position-trip-yet,U23,"Game speak age what. Movie affect process clearly center we response. Poor mind their magazine. Small wall run technology dream sport oil.
Argue get themselves address hope. For compare discover else share hospital design.",2021-06-22 06:56:29.573265,,"['#Python', '#Coding']","['@user2', '@user1']",['http://example.net'],"['http://example.com/image3.jpg', 'http://example.com/image2.jpg']","['http://example.com/video1.mp4', 'http://example.com/video3.mp4', 'http://example.com/video2.mp4']",2657,3927,1831,575,8990,retweeted,T3469640539,"['artificial intelligence', 'blockchain']",news,2023-01-10 19:37:56.731378
T231,moment-likely,U24,"Surface vote expect available large man adult activity. Sort page skin thousand data.
Very something peace ago official. Guess focus nice heart common others. Leg alone garden indeed too now great record.
Little peace either store. Account however rise.",2021-01-01 13:56:09.388348,1202750096.0,"['#Coding', '#DataScience', '#MachineLearning']","['@user4', '@user2']",[],['http://example.com/image3.jpg'],"['http://example.com/video1.mp4', 'http://example.com/video2.mp4']",5235,3173,1789,105,10302,retweeted,T1535606152,"['data analysis', 'robotics', 'blockchain']",announcement,2020-06-20 11:11:18.369428
T232,whom-specific-right,U24,"Rise hot effort hard. Discussion structure party Mrs easy. Crime article piece follow social.
Participant memory when send bad treatment speak. Position war write ask read out. End or myself.",2020-01-30 06:52:14.657251,,"['#AI', '#Coding']",['@user2'],['http://example.net'],"['http://example.com/image2.jpg', 'http://example.com/image3.jpg', 'http://example.com/image1.jpg']","['http://example.com/video2.mp4', 'http://example.com/video1.mp4']",7462,3690,1199,243,12594,original,,['artificial intelligence'],case study,2022-09-22 16:53:57.670540
